Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
163,54,Male,Hoodie,Clothing,21,California,L,Olive,Winter,4.8,Yes,2-Day Shipping,No,No,32,PayPal,Bi-Weekly
164,54,Male,Coat,Outerwear,50,Virginia,L,Blue,Spring,2.6,Yes,Free Shipping,No,Yes,29,Bank Transfer,Weekly
164,54,Male,Hat,Accessories,41,Virginia,XL,Gray,Spring,3.2,Yes,Standard,No,No,34,Cash,Weekly
164,54,Male,Backpack,Accessories,72,Virginia,M,Black,Fall,4.8,Yes,Standard,Yes,Yes,33,Bank Transfer,Weekly
164,54,Male,Jeans,Clothing,74,Virginia,M,Gold,Winter,3.8,Yes,2-Day Shipping,No,No,27,Venmo,Weekly
164,54,Male,Sunglasses,Accessories,91,Virginia,XL,Turquoise,Fall,4.7,Yes,Next Day Air,No,No,4,Credit Card,Weekly
164,54,Male,Pants,Clothing,66,Virginia,L,Turquoise,Fall,4.3,Yes,Free Shipping,Yes,Yes,25,Cash,Weekly
164,54,Male,Skirt,Clothing,67,Virginia,S,Violet,Winter,4.5,Yes,Store Pickup,No,No,4,Venmo,Weekly
165,59,Male,Dress,Clothing,98,Delaware,L,Silver,Spring,2.5,Yes,Free Shipping,No,No,20,Debit Card,Fortnightly
165,59,Male,Skirt,Clothing,89,Delaware,M,Violet,Fall,2.7,Yes,Standard,No,No,47,Credit Card,Fortnightly
165,59,Male,Boots,Footwear,38,Delaware,M,Gray,Fall,4.0,Yes,Standard,Yes,No,36,Credit Card,Fortnightly
165,59,Male,Jacket,Outerwear,20,Delaware,M,Teal,Winter,3.5,Yes,2-Day Shipping,Yes,Yes,1,PayPal,Fortnightly
165,59,Male,Sneakers,Footwear,76,Delaware,L,White,Fall,4.7,Yes,Next Day Air,Yes,No,24,Venmo,Fortnightly
165,59,Male,Jacket,Outerwear,44,Delaware,M,Brown,Fall,3.6,Yes,Free Shipping,No,No,3,Venmo,Fortnightly
165,59,Male,Jewelry,Accessories,79,Delaware,M,Yellow,Fall,4.1,Yes,Store Pickup,No,Yes,44,Cash,Fortnightly
166,42,Male,Blouse,Clothing,100,Kentucky,S,Green,Winter,4.1,Yes,Express,No,No,47,Venmo,Monthly
166,42,Male,Blouse,Clothing,21,Kentucky,M,Yellow,Fall,4.9,Yes,Store Pickup,Yes,No,33,Credit Card,Monthly
166,42,Male,Pants,Clothing,73,Kentucky,L,Indigo,Fall,2.9,Yes,Store Pickup,No,Yes,28,Cash,Monthly
166,42,Male,Boots,Footwear,65,Kentucky,S,Teal,Fall,4.1,Yes,Free Shipping,Yes,No,24,Venmo,Monthly
166,42,Male,Dress,Clothing,51,Kentucky,M,Lavender,Winter,2.7,Yes,Express,No,No,7,Venmo,Monthly
166,42,Male,Boots,Footwear,27,Kentucky,XL,Gray,Summer,4.0,Yes,Standard,Yes,No,10,Debit Card,Monthly
166,42,Male,Belt,Accessories,94,Kentucky,S,Green,Fall,4.1,Yes,Standard,No,No,46,Credit Card,Monthly
167,46,Male,Dress,Clothing,24,Delaware,S,Olive,Winter,3.3,Yes,2-Day Shipping,No,Yes,7,PayPal,Monthly
167,46,Male,Jeans,Clothing,81,Delaware,M,Blue,Fall,4.4,Yes,2-Day Shipping,Yes,No,42,Debit Card,Monthly
167,46,Male,Shirt,Clothing,24,Delaware,M,Pink,Fall,3.3,Yes,Standard,No,No,44,Venmo,Monthly
167,46,Male,Hat,Accessories,60,Delaware,M,Lavender,Spring,4.3,Yes,Free Shipping,No,No,15,PayPal,Monthly
167,46,Male,Hat,Accessories,33,Delaware,L,Silver,Summer,3.4,Yes,Store Pickup,Yes,Yes,20,Credit Card,Monthly
167,46,Male,Socks,Clothing,47,Delaware,M,Peach,Summer,4.8,Yes,Store Pickup,Yes,No,29,Credit Card,Monthly
167,46,Male,Handbag,Accessories,81,Delaware,M,Pink,Spring,4.2,Yes,Store Pickup,No,No,37,Cash,Monthly
167,46,Male,Gloves,Accessories,83,Delaware,S,Peach,Winter,4.5,Yes,Standard,No,No,23,Cash,Monthly
167,46,Male,Jacket,Outerwear,26,Delaware,M,Olive,Summer,4.4,Yes,2-Day Shipping,No,No,48,Venmo,Monthly
167,46,Male,Shorts,Clothing,38,Delaware,M,Maroon,Summer,2.6,Yes,Store Pickup,Yes,No,38,Credit Card,Monthly
168,33,Male,Belt,Accessories,32,Arkansas,M,Lavender,Fall,4.9,Yes,2-Day Shipping,No,No,22,Debit Card,Every 3 Months
168,33,Male,Skirt,Clothing,79,Arkansas,L,Yellow,Summer,2.8,Yes,Store Pickup,Yes,Yes,2,Debit Card,Every 3 Months
168,33,Male,Socks,Clothing,73,Arkansas,M,Green,Spring,3.5,Yes,Free Shipping,Yes,No,10,Cash,Every 3 Months
168,33,Male,Sneakers,Footwear,33,Arkansas,M,Purple,Winter,4.9,Yes,Express,No,Yes,18,Venmo,Every 3 Months
168,33,Male,Jeans,Clothing,74,Arkansas,M,Indigo,Spring,4.1,Yes,Standard,Yes,No,12,PayPal,Every 3 Months
168,33,Male,Shorts,Clothing,63,Arkansas,M,Teal,Winter,3.6,Yes,Next Day Air,No,Yes,32,PayPal,Every 3 Months
168,33,Male,Sunglasses,Accessories,52,Arkansas,S,Charcoal,Summer,3.5,Yes,Free Shipping,No,No,44,Venmo,Every 3 Months
168,33,Male,Dress,Clothing,77,Arkansas,L,Brown,Fall,4.1,Yes,Standard,Yes,No,27,PayPal,Every 3 Months
168,33,Male,Sneakers,Footwear,76,Arkansas,L,Purple,Summer,4.8,Yes,2-Day Shipping,No,Yes,13,Credit Card,Every 3 Months
168,33,Male,Gloves,Accessories,100,Arkansas,M,Gold,Spring,4.5,Yes,Standard,No,No,31,Bank Transfer,Every 3 Months
169,34,Male,Boots,Footwear,28,Louisiana,M,Yellow,Spring,4.5,Yes,Standard,No,Yes,46,PayPal,Fortnightly
169,34,Male,Socks,Clothing,76,Louisiana,L,Magenta,Spring,4.4,Yes,Standard,No,No,49,Bank Transfer,Fortnightly
169,34,Male,Pants,Clothing,71,Louisiana,M,Gray,Fall,3.8,Yes,2-Day Shipping,Yes,Yes,31,Bank Transfer,Fortnightly
169,34,Male,Shorts,Clothing,94,Louisiana,S,Magenta,Fall,4.3,Yes,Next Day Air,Yes,No,47,PayPal,Fortnightly
169,34,Male,Shirt,Clothing,60,Louisiana,L,Peach,Fall,4.8,Yes,2-Day Shipping,No,No,1,Credit Card,Fortnightly
169,34,Male,Hoodie,Clothing,36,Louisiana,S,Maroon,Summer,2.9,Yes,Free Shipping,Yes,No,24,Credit Card,Fortnightly
169,34,Male,Sandals,Footwear,100,Louisiana,L,Gray,Winter,4.9,Yes,Next Day Air,No,Yes,5,Cash,Fortnightly
170,27,Male,Socks,Clothing,77,Nevada,M,Peach,Fall,3.4,Yes,Store Pickup,No,No,18,PayPal,Every 3 Months
170,27,Male,Jeans,Clothing,49,Nevada,L,Yellow,Spring,3.5,Yes,2-Day Shipping,No,Yes,13,Credit Card,Every 3 Months
170,27,Male,Coat,Outerwear,34,Nevada,L,Violet,Summer,3.6,Yes,Free Shipping,No,No,36,PayPal,Every 3 Months
170,27,Male,Backpack,Accessories,25,Nevada,M,Orange,Fall,3.6,Yes,Standard,No,Yes,1,PayPal,Every 3 Months
170,27,Male,Socks,Clothing,76,Nevada,M,Teal,Spring,4.2,Yes,Next Day Air,No,No,26,Cash,Every 3 Months
171,52,Male,T-shirt,Clothing,44,Wyoming,M,Charcoal,Spring,3.7,Yes,Store Pickup,No,Yes,49,PayPal,Bi-Weekly
171,52,Male,Sandals,Footwear,64,Wyoming,S,Pink,Winter,4.6,Yes,Express,No,No,42,Credit Card,Bi-Weekly
171,52,Male,Boots,Footwear,74,Wyoming,S,Pink,Spring,4.7,Yes,Next Day Air,No,Yes,8,Venmo,Bi-Weekly
172,29,Male,Skirt,Clothing,21,Virginia,M,Brown,Spring,3.0,Yes,Express,No,No,31,Venmo,Weekly
172,29,Male,Dress,Clothing,41,Virginia,M,Violet,Winter,2.6,Yes,Next Day Air,Yes,Yes,19,Venmo,Weekly
172,29,Male,Skirt,Clothing,68,Virginia,L,Maroon,Summer,3.3,Yes,2-Day Shipping,Yes,No,30,Credit Card,Weekly
172,29,Male,Sandals,Footwear,60,Virginia,L,Cyan,Summer,3.5,Yes,Free Shipping,No,No,27,Cash,Weekly
172,29,Male,Belt,Accessories,44,Virginia,S,Orange,Winter,3.0,Yes,Next Day Air,No,No,41,Venmo,Weekly
172,29,Male,Gloves,Accessories,98,Virginia,L,Beige,Winter,4.8,Yes,Standard,Yes,Yes,18,Bank Transfer,Weekly
172,29,Male,Sunglasses,Accessories,33,Virginia,M,Teal,Summer,5.0,Yes,Next Day Air,Yes,Yes,39,Credit Card,Weekly
172,29,Male,Hat,Accessories,68,Virginia,L,Olive,Summer,3.6,Yes,Next Day Air,No,Yes,14,Credit Card,Weekly
172,29,Male,Jewelry,Accessories,32,Virginia,M,Cyan,Winter,4.8,Yes,Standard,Yes,Yes,44,PayPal,Weekly
172,29,Male,Coat,Outerwear,83,Virginia,M,Violet,Fall,3.6,Yes,2-Day Shipping,No,Yes,32,Venmo,Weekly
173,54,Male,Hoodie,Clothing,84,Nebraska,S,Blue,Summer,4.4,Yes,Standard,No,Yes,26,Credit Card,Bi-Weekly
173,54,Male,Sneakers,Footwear,40,Nebraska,S,Beige,Fall,4.8,Yes,2-Day Shipping,No,No,43,PayPal,Bi-Weekly
173,54,Male,Skirt,Clothing,44,Nebraska,M,Teal,Summer,4.6,Yes,Express,Yes,No,14,Venmo,Bi-Weekly
173,54,Male,Skirt,Clothing,81,Nebraska,S,Lavender,Winter,4.4,Yes,Express,No,No,36,Cash,Bi-Weekly
173,54,Male,Scarf,Accessories,48,Nebraska,M,Charcoal,Spring,4.6,Yes,Next Day Air,Yes,No,20,PayPal,Bi-Weekly
174,25,Male,Pants,Clothing,25,Hawaii,M,Teal,Summer,3.1,Yes,Next Day Air,Yes,No,50,Venmo,Annually
174,25,Male,Socks,Clothing,58,Hawaii,M,Turquoise,Winter,3.7,Yes,Store Pickup,No,No,40,Debit Card,Annually
175,41,Male,Dress,Clothing,71,Vermont,L,Charcoal,Spring,4.6,Yes,Next Day Air,No,No,24,Bank Transfer,Annually
175,41,Male,Gloves,Accessories,28,Vermont,M,Blue,Spring,3.6,Yes,Express,Yes,No,15,PayPal,Annually
175,41,Male,Sweater,Clothing,83,Vermont,M,Beige,Fall,3.8,Yes,2-Day Shipping,No,No,31,Credit Card,Annually
175,41,Male,Belt,Accessories,97,Vermont,M,Beige,Winter,4.0,Yes,Express,Yes,No,2,Cash,Annually
175,41,Male,T-shirt,Clothing,63,Vermont,M,Beige,Fall,3.4,Yes,Express,No,Yes,6,Bank Transfer,Annually
175,41,Male,Shoes,Footwear,23,Vermont,M,Charcoal,Fall,4.9,Yes,2-Day Shipping,No,Yes,33,PayPal,Annually
175,41,Male,Gloves,Accessories,48,Vermont,S,Turquoise,Fall,2.8,Yes,Express,No,Yes,34,Bank Transfer,Annually
176,53,Male,Sunglasses,Accessories,82,Oklahoma,S,Turquoise,Spring,4.8,Yes,Standard,No,No,10,Venmo,Annually
176,53,Male,Skirt,Clothing,57,Oklahoma,M,Gold,Winter,4.5,Yes,Standard,No,Yes,2,Credit Card,Annually
176,53,Male,T-shirt,Clothing,84,Oklahoma,L,White,Winter,2.6,Yes,2-Day Shipping,No,Yes,40,Cash,Annually
176,53,Male,Backpack,Accessories,78,Oklahoma,S,Green,Winter,4.3,Yes,Free Shipping,No,No,39,PayPal,Annually
176,53,Male,Sneakers,Footwear,79,Oklahoma,M,Peach,Spring,3.5,Yes,Store Pickup,No,No,33,Venmo,Annually
176,53,Male,Gloves,Accessories,67,Oklahoma,M,Lavender,Fall,4.7,Yes,Express,Yes,No,34,Bank Transfer,Annually
177,53,Male,Scarf,Accessories,53,New Hampshire,M,Charcoal,Winter,4.4,Yes,Express,No,Yes,7,Venmo,Quarterly
177,53,Male,Hat,Accessories,54,New Hampshire,XL,Teal,Fall,3.5,Yes,Free Shipping,No,Yes,1,PayPal,Quarterly
177,53,Male,Socks,Clothing,25,New Hampshire,S,Peach,Winter,2.9,Yes,Standard,No,Yes,49,Cash,Quarterly
177,53,Male,Sandals,Footwear,30,New Hampshire,L,Green,Summer,2.6,Yes,2-Day Shipping,No,No,10,Cash,Quarterly
178,21,Male,Shoes,Footwear,62,Kansas,L,Olive,Winter,3.2,Yes,Next Day Air,Yes,Yes,7,PayPal,Monthly
178,21,Male,Shirt,Clothing,97,Kansas,M,Magenta,Fall,4.2,Yes,Next Day Air,No,Yes,12,Cash,Monthly
178,21,Male,T-shirt,Clothing,32,Kansas,M,Gold,Fall,4.4,Yes,Standard,No,No,47,Bank Transfer,Monthly
178,21,Male,Hat,Accessories,82,Kansas,M,Silver,Winter,4.2,Yes,2-Day Shipping,No,No,3,Venmo,Monthly
178,21,Male,Blouse,Clothing,21,Kansas,L,Blue,Winter,4.7,Yes,Store Pickup,No,No,16,Cash,Monthly
178,21,Male,Sneakers,Footwear,21,Kansas,M,Black,Spring,4.4,Yes,2-Day Shipping,No,No,34,Credit Card,Monthly
178,21,Male,Handbag,Accessories,24,Kansas,L,Pink,Winter,3.1,Yes,Store Pickup,Yes,No,22,Cash,Monthly
178,21,Male,Jacket,Outerwear,40,Kansas,XL,White,Fall,2.5,Yes,Express,Yes,Yes,2,Credit Card,Monthly
178,21,Male,Shirt,Clothing,44,Kansas,M,Gray,Winter,3.4,Yes,Standard,Yes,Yes,9,Venmo,Monthly
179,61,Male,Sandals,Footwear,88,Idaho,M,Black,Spring,3.8,Yes,2-Day Shipping,Yes,No,17,Venmo,Quarterly
179,61,Male,Shorts,Clothing,30,Idaho,L,Magenta,Winter,4.3,Yes,Store Pickup,No,Yes,18,Credit Card,Quarterly
179,61,Male,Sweater,Clothing,28,Idaho,M,Olive,Spring,4.6,Yes,Next Day Air,No,Yes,1,PayPal,Quarterly
179,61,Male,Shirt,Clothing,71,Idaho,M,Blue,Summer,4.5,Yes,Next Day Air,No,Yes,3,PayPal,Quarterly
180,64,Male,Jacket,Outerwear,53,Illinois,M,Peach,Winter,2.6,Yes,Next Day Air,No,Yes,21,Venmo,Fortnightly
180,64,Male,Blouse,Clothing,88,Illinois,M,Blue,Fall,3.7,Yes,Standard,No,Yes,26,Cash,Fortnightly
180,64,Male,Socks,Clothing,48,Illinois,M,Turquoise,Summer,4.8,Yes,Standard,Yes,No,47,Cash,Fortnightly
180,64,Male,Blouse,Clothing,31,Illinois,L,Silver,Spring,3.2,Yes,2-Day Shipping,Yes,Yes,30,Cash,Fortnightly
180,64,Male,Blouse,Clothing,39,Illinois,L,Cyan,Summer,4.4,Yes,Next Day Air,No,No,1,Bank Transfer,Fortnightly
180,64,Male,Sandals,Footwear,91,Illinois,XL,Peach,Fall,3.9,Yes,Store Pickup,Yes,No,33,PayPal,Fortnightly
181,51,Male,Shoes,Footwear,25,South Dakota,M,Olive,Summer,3.3,Yes,2-Day Shipping,No,No,22,Venmo,Fortnightly
181,51,Male,Sunglasses,Accessories,37,South Dakota,M,Brown,Summer,3.6,Yes,Store Pickup,No,No,36,Venmo,Fortnightly
181,51,Male,Pants,Clothing,66,South Dakota,M,Peach,Winter,3.0,Yes,Express,No,No,3,Cash,Fortnightly
182,32,Male,Scarf,Accessories,65,Massachusetts,M,Indigo,Spring,4.3,Yes,Next Day Air,Yes,No,28,Cash,Weekly
182,32,Male,Coat,Outerwear,38,Massachusetts,S,Cyan,Winter,3.8,Yes,Store Pickup,No,No,15,PayPal,Weekly
183,38,Male,Shoes,Footwear,35,Alabama,M,Cyan,Fall,3.5,Yes,Store Pickup,No,Yes,44,Bank Transfer,Annually
183,38,Male,Scarf,Accessories,68,Alabama,S,Violet,Spring,4.5,Yes,Store Pickup,No,No,30,PayPal,Annually
183,38,Male,Coat,Outerwear,25,Alabama,M,Pink,Fall,2.8,Yes,Free Shipping,Yes,Yes,23,Venmo,Annually
183,38,Male,Sunglasses,Accessories,77,Alabama,XL,Orange,Summer,4.8,Yes,Next Day Air,Yes,Yes,39,Venmo,Annually
183,38,Male,Skirt,Clothing,88,Alabama,XL,Teal,Fall,4.6,Yes,2-Day Shipping,No,Yes,35,Bank Transfer,Annually
184,58,Male,Hoodie,Clothing,37,Ohio,XL,Lavender,Winter,4.1,Yes,Express,No,No,26,Cash,Weekly
184,58,Male,Hoodie,Clothing,62,Ohio,S,Silver,Fall,4.7,Yes,Standard,Yes,Yes,1,Venmo,Weekly
185,32,Male,Shoes,Footwear,90,Hawaii,M,Magenta,Fall,3.3,Yes,Free Shipping,No,No,32,Bank Transfer,Fortnightly
185,32,Male,Belt,Accessories,45,Hawaii,XL,Turquoise,Fall,2.9,Yes,Standard,Yes,No,21,Venmo,Fortnightly
185,32,Male,Shirt,Clothing,97,Hawaii,L,Lavender,Spring,4.6,Yes,Next Day Air,No,No,30,Venmo,Fortnightly
185,32,Male,Belt,Accessories,48,Hawaii,M,Maroon,Winter,3.1,Yes,Express,Yes,Yes,8,Bank Transfer,Fortnightly
185,32,Male,Boots,Footwear,97,Hawaii,L,Teal,Fall,2.6,Yes,Free Shipping,No,No,30,Venmo,Fortnightly
185,32,Male,Jewelry,Accessories,33,Hawaii,S,Purple,Fall,2.9,Yes,2-Day Shipping,Yes,No,41,Credit Card,Fortnightly
185,32,Male,T-shirt,Clothing,55,Hawaii,M,Silver,Spring,4.2,Yes,Next Day Air,No,No,50,Debit Card,Fortnightly
185,32,Male,Shirt,Clothing,36,Hawaii,S,Red,Winter,2.7,Yes,Standard,Yes,No,33,Credit Card,Fortnightly
185,32,Male,Sandals,Footwear,88,Hawaii,M,White,Winter,3.1,Yes,Next Day Air,Yes,Yes,43,Debit Card,Fortnightly
186,46,Male,Sneakers,Footwear,79,Wisconsin,M,Turquoise,Winter,3.0,Yes,Next Day Air,No,Yes,38,Credit Card,Fortnightly
186,46,Male,Jacket,Outerwear,83,Wisconsin,M,Maroon,Summer,4.5,Yes,Free Shipping,No,Yes,25,Credit Card,Fortnightly
186,46,Male,Skirt,Clothing,73,Wisconsin,XL,Teal,Winter,4.0,Yes,Standard,No,No,6,Bank Transfer,Fortnightly
186,46,Male,Coat,Outerwear,73,Wisconsin,L,Indigo,Spring,3.0,Yes,Free Shipping,No,No,4,Debit Card,Fortnightly
186,46,Male,Belt,Accessories,48,Wisconsin,M,White,Summer,3.5,Yes,Express,No,Yes,4,Credit Card,Fortnightly
186,46,Male,Sweater,Clothing,99,Wisconsin,L,Beige,Fall,2.7,Yes,Free Shipping,No,No,48,Credit Card,Fortnightly
186,46,Male,Socks,Clothing,74,Wisconsin,L,Gray,Summer,3.0,Yes,Next Day Air,Yes,Yes,17,Venmo,Fortnightly
186,46,Male,Dress,Clothing,74,Wisconsin,M,Green,Fall,4.2,Yes,Standard,Yes,No,47,Venmo,Fortnightly
186,46,Male,Backpack,Accessories,84,Wisconsin,S,Cyan,Winter,3.9,Yes,Next Day Air,Yes,No,8,Venmo,Fortnightly
186,46,Male,Hat,Accessories,35,Wisconsin,S,White,Fall,4.4,Yes,Free Shipping,Yes,No,48,Cash,Fortnightly
187,39,Male,Handbag,Accessories,50,Minnesota,M,Violet,Fall,3.2,Yes,Store Pickup,No,Yes,14,PayPal,Annually
187,39,Male,Backpack,Accessories,30,Minnesota,L,Cyan,Summer,4.5,Yes,Store Pickup,Yes,Yes,1,Cash,Annually
188,19,Male,Sunglasses,Accessories,38,Georgia,M,Green,Winter,4.8,Yes,Next Day Air,No,Yes,4,Bank Transfer,Bi-Weekly
188,19,Male,Jeans,Clothing,54,Georgia,L,Green,Fall,3.9,Yes,Next Day Air,No,No,6,Debit Card,Bi-Weekly
188,19,Male,Hoodie,Clothing,64,Georgia,M,Maroon,Winter,3.2,Yes,Next Day Air,Yes,No,9,Cash,Bi-Weekly
188,19,Male,Jewelry,Accessories,37,Georgia,M,Cyan,Winter,4.4,Yes,2-Day Shipping,Yes,No,25,Cash,Bi-Weekly
188,19,Male,Shoes,Footwear,75,Georgia,L,Violet,Fall,2.7,Yes,Standard,No,Yes,4,Debit Card,Bi-Weekly
188,19,Male,Shoes,Footwear,81,Georgia,M,Beige,Spring,4.2,Yes,2-Day Shipping,No,Yes,10,Cash,Bi-Weekly
188,19,Male,Sunglasses,Accessories,79,Georgia,L,Gray,Summer,2.6,Yes,Express,No,Yes,31,Credit Card,Bi-Weekly
188,19,Male,Jacket,Outerwear,69,Georgia,M,Teal,Winter,4.7,Yes,Store Pickup,Yes,No,37,Credit Card,Bi-Weekly
188,19,Male,Boots,Footwear,73,Georgia,L,Teal,Spring,3.0,Yes,Next Day Air,No,Yes,11,Bank Transfer,Bi-Weekly
188,19,Male,Handbag,Accessories,46,Georgia,XL,Yellow,Spring,4.3,Yes,Standard,Yes,No,2,Cash,Bi-Weekly
189,50,Male,Blouse,Clothing,26,Arkansas,M,Brown,Summer,4.7,Yes,Free Shipping,Yes,No,49,Debit Card,Bi-Weekly
189,50,Male,Hoodie,Clothing,29,Arkansas,M,Turquoise,Summer,4.2,Yes,Express,Yes,No,45,Credit Card,Bi-Weekly
189,50,Male,Jacket,Outerwear,34,Arkansas,M,Charcoal,Fall,3.7,Yes,Standard,No,No,10,Venmo,Bi-Weekly
189,50,Male,Sweater,Clothing,36,Arkansas,M,Yellow,Fall,4.8,Yes,Free Shipping,No,Yes,31,Venmo,Bi-Weekly
190,36,Male,Shoes,Footwear,45,West Virginia,M,Olive,Fall,3.1,Yes,Free Shipping,No,No,38,Debit Card,Weekly
190,36,Male,Jewelry,Accessories,67,West Virginia,M,Violet,Fall,3.5,Yes,Store Pickup,Yes,Yes,39,Debit Card,Weekly
190,36,Male,Hat,Accessories,63,West Virginia,S,Magenta,Fall,3.3,Yes,Free Shipping,Yes,Yes,39,Cash,Weekly
190,36,Male,Jeans,Clothing,60,West Virginia,M,Violet,Winter,4.3,Yes,2-Day Shipping,No,Yes,48,Cash,Weekly
191,65,Male,Jewelry,Accessories,25,Indiana,M,Gold,Fall,4.6,Yes,Free Shipping,Yes,Yes,39,Venmo,Quarterly
191,65,Male,Hoodie,Clothing,57,Indiana,M,White,Fall,4.1,Yes,Standard,No,No,23,Cash,Quarterly
191,65,Male,Pants,Clothing,63,Indiana,M,Magenta,Fall,3.4,Yes,Standard,Yes,No,25,Debit Card,Quarterly
191,65,Male,Shoes,Footwear,68,Indiana,M,Lavender,Winter,3.6,Yes,2-Day Shipping,Yes,Yes,22,PayPal,Quarterly
191,65,Male,Hat,Accessories,99,Indiana,S,Black,Spring,3.0,Yes,Free Shipping,No,No,17,Credit Card,Quarterly
191,65,Male,Coat,Outerwear,40,Indiana,L,Maroon,Spring,4.5,Yes,Store Pickup,No,No,35,Debit Card,Quarterly
192,64,Male,Boots,Footwear,29,Utah,S,Green,Summer,4.1,Yes,Store Pickup,No,Yes,10,Cash,Every 3 Months
192,64,Male,Backpack,Accessories,54,Utah,L,Purple,Spring,4.0,Yes,Free Shipping,No,No,24,Venmo,Every 3 Months
192,64,Male,Belt,Accessories,50,Utah,M,Brown,Spring,4.1,Yes,Free Shipping,Yes,Yes,1,Credit Card,Every 3 Months
192,64,Male,Gloves,Accessories,58,Utah,L,Cyan,Fall,4.7,Yes,2-Day Shipping,Yes,No,21,Bank Transfer,Every 3 Months
192,64,Male,Blouse,Clothing,28,Utah,S,Silver,Summer,3.5,Yes,Next Day Air,Yes,No,24,Cash,Every 3 Months
192,64,Male,Shorts,Clothing,45,Utah,M,Red,Spring,3.6,Yes,Standard,No,Yes,46,PayPal,Every 3 Months
192,64,Male,Skirt,Clothing,57,Utah,S,Teal,Winter,4.3,Yes,Free Shipping,Yes,Yes,21,Credit Card,Every 3 Months
192,64,Male,Sneakers,Footwear,45,Utah,M,Blue,Fall,3.0,Yes,Free Shipping,Yes,No,34,Venmo,Every 3 Months
192,64,Male,T-shirt,Clothing,23,Utah,L,Olive,Spring,3.4,Yes,Next Day Air,No,Yes,31,Credit Card,Every 3 Months
192,64,Male,Pants,Clothing,35,Utah,L,Charcoal,Spring,4.8,Yes,Next Day Air,Yes,No,38,Credit Card,Every 3 Months
193,46,Male,T-shirt,Clothing,36,Nebraska,M,White,Spring,4.2,Yes,Standard,Yes,No,47,Cash,Bi-Weekly
193,46,Male,Jeans,Clothing,99,Nebraska,XL,Yellow,Spring,5.0,Yes,2-Day Shipping,No,Yes,33,Credit Card,Bi-Weekly
193,46,Male,Backpack,Accessories,70,Nebraska,M,Orange,Spring,2.7,Yes,2-Day Shipping,No,Yes,16,Venmo,Bi-Weekly
193,46,Male,Socks,Clothing,53,Nebraska,M,Black,Winter,3.1,Yes,Store Pickup,Yes,Yes,6,Cash,Bi-Weekly
193,46,Male,Shoes,Footwear,38,Nebraska,M,Green,Fall,3.5,Yes,Standard,Yes,Yes,26,Venmo,Bi-Weekly
193,46,Male,Handbag,Accessories,72,Nebraska,M,Lavender,Winter,3.9,Yes,Store Pickup,Yes,Yes,6,Bank Transfer,Bi-Weekly
193,46,Male,Shorts,Clothing,30,Nebraska,L,Charcoal,Summer,4.5,Yes,Next Day Air,Yes,No,18,PayPal,Bi-Weekly
193,46,Male,Jacket,Outerwear,32,Nebraska,M,Blue,Winter,3.2,Yes,Next Day Air,No,No,46,PayPal,Bi-Weekly
193,46,Male,T-shirt,Clothing,53,Nebraska,S,Blue,Winter,3.1,Yes,Store Pickup,Yes,Yes,3,Bank Transfer,Bi-Weekly
193,46,Male,Belt,Accessories,34,Nebraska,L,Teal,Spring,3.7,Yes,Store Pickup,Yes,No,5,Venmo,Bi-Weekly
194,36,Male,Sunglasses,Accessories,27,North Dakota,M,Olive,Summer,3.3,Yes,Free Shipping,Yes,Yes,18,Bank Transfer,Annually
194,36,Male,Backpack,Accessories,29,North Dakota,M,Turquoise,Fall,2.7,Yes,Store Pickup,Yes,Yes,30,Bank Transfer,Annually
194,36,Male,Pants,Clothing,77,North Dakota,M,Pink,Spring,3.4,Yes,2-Day Shipping,No,No,26,Credit Card,Annually
194,36,Male,Scarf,Accessories,87,North Dakota,XL,Green,Fall,3.7,Yes,Express,Yes,Yes,7,PayPal,Annually
194,36,Male,Sneakers,Footwear,67,North Dakota,L,Orange,Winter,4.9,Yes,2-Day Shipping,No,Yes,19,Bank Transfer,Annually
194,36,Male,T-shirt,Clothing,43,North Dakota,M,Orange,Fall,3.3,Yes,2-Day Shipping,Yes,No,33,Cash,Annually
194,36,Male,Hat,Accessories,81,North Dakota,S,Gold,Summer,3.0,Yes,Express,No,Yes,38,Cash,Annually
194,36,Male,Belt,Accessories,51,North Dakota,XL,Green,Summer,4.4,Yes,Free Shipping,No,No,28,Credit Card,Annually
195,51,Male,Pants,Clothing,85,Missouri,S,Cyan,Winter,3.0,Yes,Standard,Yes,Yes,35,Credit Card,Quarterly
195,51,Male,Shorts,Clothing,32,Missouri,L,Beige,Spring,2.7,Yes,Next Day Air,No,Yes,43,Venmo,Quarterly
195,51,Male,T-shirt,Clothing,71,Missouri,M,Orange,Summer,4.4,Yes,Express,Yes,No,31,Venmo,Quarterly
195,51,Male,Jewelry,Accessories,100,Missouri,M,Gray,Fall,4.9,Yes,Free Shipping,No,No,18,Cash,Quarterly
195,51,Male,Boots,Footwear,47,Missouri,M,Magenta,Fall,4.1,Yes,Standard,No,No,47,Bank Transfer,Quarterly
195,51,Male,T-shirt,Clothing,63,Missouri,L,Indigo,Spring,3.1,Yes,2-Day Shipping,Yes,No,37,Credit Card,Quarterly
195,51,Male,Sunglasses,Accessories,82,Missouri,L,Yellow,Fall,4.2,Yes,Free Shipping,No,Yes,34,Debit Card,Quarterly
